csv,page,source,rows,cols,header
depth_Battlegrounds_t01.csv,Online:Battlegrounds,uesp:depth,7,3,Battlemaster Rivyn's Reward Box | Battlemaster Rivyn's Competitive Reward Box | Weekly Leaderboard Rewards
depth_Battlegrounds_t02.csv,Online:Battlegrounds,uesp:depth,3,2,A Champion's Prize | Renown and Rewards
depth_Chaos_Ball_t00.csv,Online:Chaos Ball,uesp:depth,20,4,Icon | Name | Points | Description
depth_Deathmatch_t00.csv,Online:Deathmatch,uesp:depth,21,4,Icon | Name | Points | Description
depth_Capture_the_Relic_t00.csv,Online:Capture the Relic,uesp:depth,17,4,Icon | Name | Points | Description
depth_Crazy_King_t00.csv,Online:Crazy King,uesp:depth,19,4,Icon | Name | Points | Description
depth_Domination_t00.csv,Online:Domination,uesp:depth,20,4,Icon | Name | Points | Description
depth_Vengeance_Perks_t00.csv,Online:Vengeance Perks,uesp:depth,20,3,Icon | Name | Description
depth_Vengeance_Perks_t01.csv,Online:Vengeance Perks,uesp:depth,19,3,Icon | Name | Description
depth_Vengeance_Perks_t02.csv,Online:Vengeance Perks,uesp:depth,22,3,Icon | Name | Description
depth_Dragonknight_t00.csv,Online:Dragonknight,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Dragonknight_t01.csv,Online:Dragonknight,uesp:depth,5,6,Dragonknight Initiate | #000000| | #aaff00|Dragon Blood | #ff7700|Searing Strike Magma Armor Molten Weapons Obsidian Shard | #ffff00|Dark Talons Obsidian Shield | #ffff00|Molten Weapons Obsidian Shield
depth_Classes_t00.csv,Online:Classes,uesp:depth,6,2,"40px|link=Online:Dragonknight|Dragonknight | The Dragonknight class is best suited for tanking-oriented characters due to the Draconic Power and Earthen Heart skill lines, although the Ardent Flame skill line does provide some rather literal firepower."
depth_Classes_t01.csv,Online:Classes,uesp:depth,65,4,Class | Specialisation | Weapons | Armor
depth_Nightblade_t00.csv,Online:Nightblade,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Nightblade_t01.csv,Online:Nightblade,uesp:depth,5,6,Nightblade Initiate | #000000| | #aaff00|Assassin's Blade | #ff7700|Death Stroke Assassin's Blade Veiled Strike Siphoning Strikes | #00ff00| no conflicts | #ffff00|Soul Shred Strife
depth_Character_Creation_t00.csv,Online:Character Creation,uesp:depth,3,4,50px Orc | 50px Wood Elf | 50px Dark Elf | 50px Imperial
depth_Character_Creation_t01.csv,Online:Character Creation,uesp:depth,6,2,"40px|link=Online:Dragonknight|Dragonknight | The Dragonknight class is best suited for tanking-oriented characters due to the Draconic Power and Earthen Heart skill lines, although the Ardent Flame skill line does provide some rather literal firepower."
depth_Character_Creation_t02.csv,Online:Character Creation,uesp:depth,3,5,Argonian | Breton | Dark Elf | High Elf | Imperial
depth_Character_Creation_t03.csv,Online:Character Creation,uesp:depth,3,5,Argonian | Breton | Dark Elf | High Elf | Imperial
depth_Character_Creation_t04.csv,Online:Character Creation,uesp:depth,3,5,Argonian | Breton | Dark Elf | High Elf | Imperial
depth_Healer_t00.csv,Online:Healer,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Foot_Soldier_t00.csv,Online:Foot Soldier,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Fire_Mage_t00.csv,Online:Fire Mage,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Frost_Mage_t00.csv,Online:Frost Mage,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Archer_t00.csv,Online:Archer,uesp:depth,6,5,Location | Name | Race | Gender | Health
depth_Knight_t00.csv,Online:Knight,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Pet_Ranger_t00.csv,Online:Pet Ranger,uesp:depth,2,5,Location | Name | Race | Gender | Health
depth_Bonelord_t00.csv,Online:Bonelord,uesp:depth,7,5,Location | Name | Race | Gender | Health
depth_Berserker_t00.csv,Online:Berserker,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Fear_Mage_t00.csv,Online:Fear Mage,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Battlemage_t00.csv,Online:Battlemage,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Level_Up_Advisor_t00.csv,Online:Level Up Advisor,uesp:depth,35,7,Class | Build | Role | Description | Main Stat. | Suggested Weapon(s) | Suggested Armor
depth_Level_Up_Advisor_t01.csv,Online:Level Up Advisor,uesp:depth,49,5,Mile- stone | Level | Skill/ Attrib. Points | Rewards | Dungeon Finder
depth_Eviscerator_t00.csv,Online:Eviscerator,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Necromancer_t00.csv,Online:Necromancer,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Necromancer_t01.csv,Online:Necromancer,uesp:depth,5,6,Necromancer Initiate | #000000| | #aaff00|Spirit Mender | #ff3300|Flame Skull Sacrificial Bones Expunge Frozen Colossus Bone Goliath Skeletal Mage Shocking Siphon | #aaff00|Bone Armor | #ffbb00|Render Flesh Expunge Spirit Mender
depth_Poison_Archer_t00.csv,Online:Poison Archer,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Chemist_t00.csv,Online:Chemist,uesp:depth,16,5,Location | Name | Race | Gender | Health
depth_Feral_t00.csv,Online:Feral,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Arbalest_t00.csv,Online:Arbalest,uesp:depth,6,5,Location | Name | Race | Gender | Health
depth_Beastcaller_t00.csv,Online:Beastcaller,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Reach_Mage_t00.csv,Online:Reach Mage,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Nullifier_t00.csv,Online:Nullifier,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Flame_Adept_t00.csv,Online:Flame Adept,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Chillfiend_t00.csv,Online:Chillfiend,uesp:depth,5,5,Name | Gender | Race | Health | Location
depth_Cauterizer_t00.csv,Online:Cauterizer,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Icereaver_t00.csv,Online:Icereaver,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Dreadweaver_t00.csv,Online:Dreadweaver,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Honor_Guard_t00.csv,Online:Honor Guard,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Mage_Guard_t00.csv,Online:Mage Guard,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Blood_Mage_t00.csv,Online:Blood Mage,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Armamancer_t00.csv,Online:Armamancer,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Arcanist_t00.csv,Online:Arcanist,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Arcanist_t01.csv,Online:Arcanist,uesp:depth,5,6,Arcanist Initiate | #000000| | #aaff00|Spirit Mender | #ff3300|Flame Skull Blastbones Expunge Frozen Colossus Bone Goliath Skeletal Mage Shocking Siphon | #aaff00|Bone Armor | #ffbb00|Render Flesh Expunge Spirit Mender
depth_Frost_Archer_t00.csv,Online:Frost Archer,uesp:depth,1,5,Location | Name | Race | Gender | Health
depth_Dark_Champion_t00.csv,Online:Dark Champion,uesp:depth,3,5,Location | Name | Race | Difficulty | Health
depth_Geomancer_t00.csv,Online:Geomancer,uesp:depth,9,5,Location | Name | Race | Difficulty | Health
depth_Marsh_Warrior_t00.csv,Online:Marsh Warrior,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Bonecrafter_t00.csv,Online:Bonecrafter,uesp:depth,8,5,Name | Location | Race | Difficulty | Health
depth_Templar_t00.csv,Online:Templar,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Templar_t01.csv,Online:Templar,uesp:depth,5,6,Templar Initiate | #000000| | #aaff00|Cleansing Ritual | #ff7700|Radial Sweep Puncturing Strikes Piercing Javelin Backlash | #00ff00| no conflicts | #00ff00| no conflicts
depth_Sorcerer_t00.csv,Online:Sorcerer,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Sorcerer_t01.csv,Online:Sorcerer,uesp:depth,5,6,Sorcerer Initiate | #000000| | #aaff00|Crystal Shard | #ffbb00|Arcane Warrior Bound Armor Lightning Flood | #aaff00|Negate Magic | #aaff00|Dark Exchange
depth_Combat_t00.csv,Online:Combat,uesp:depth,8,2,Attack type | |Chance to apply status effect
depth_Combat_t01.csv,Online:Combat,uesp:depth,14,3,x32px | Damaged Attribute | Attribute maximum decreased (e.g. Minor Mangle)
depth_Sentry_t00.csv,Online:Sentry,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Jute_t00.csv,Online:Jute,uesp:depth,7,9,Armor Level | Homespun Robe/Jerkin | Homespun Shoes | Homespun Gloves | Homespun Hat | Homespun Breeches | Homespun Epaulets | Homespun Sash | Total
depth_Flax_t00.csv,Online:Flax,uesp:depth,5,9,Armor Level | Linen Robe/Jerkin | Linen Shoes | Linen Gloves | Linen Hat | Linen Breeches | Linen Epaulets | Linen Sash | Total
depth_Rawhide_t00.csv,Online:Rawhide,uesp:depth,7,9,Armor Level | Rawhide Jack | Rawhide Boots | Rawhide Bracers | Rawhide Helmet | Rawhide Guards | Rawhide Arm Cops | Rawhide Belt | Total
depth_Hide_t00.csv,Online:Hide,uesp:depth,5,9,Armor Level | Hide Jack | Hide Boots | Hide Bracers | Hide Helmet | Hide Guards | Hide Arm Cops | Hide Belt | Total
depth_Cotton_t00.csv,Online:Cotton,uesp:depth,5,9,Armor Level | Cotton Robe/Jerkin | Cotton Shoes | Cotton Gloves | Cotton Hat | Cotton Breeches | Cotton Epaulets | Cotton Sash | Total
depth_Leather_t00.csv,Online:Leather,uesp:depth,5,9,Armor Level | Leather Jack | Leather Boots | Leather Bracers | Leather Helmet | Leather Guards | Leather Arm Cops | Leather Belt | Total
depth_Spidersilk_t00.csv,Online:Spidersilk,uesp:depth,5,9,Armor Level | Spidersilk Robe/Jerkin | Spidersilk Shoes | Spidersilk Gloves | Spidersilk Hat | Spidersilk Breeches | Spidersilk Epaulets | Spidersilk Sash | Total
depth_Ebonthread_t00.csv,Online:Ebonthread,uesp:depth,3,9,Armor Level | Ebonthread Robe/Jerkin | Ebonthread Shoes | Ebonthread Gloves | Ebonthread Hat | Ebonthread Breeches | Ebonthread Epaulets | Ebonthread Sash | Total
depth_Kreshweed_t00.csv,Online:Kreshweed,uesp:depth,3,9,Armor Level | Kresh Robe/Jerkin | Kresh Shoes | Kresh Gloves | Kresh Hat | Kresh Breeches | Kresh Epaulets | Kresh Sash | Total
depth_Ironweed_t00.csv,Online:Ironweed,uesp:depth,3,9,Armor Level | Ironthread Robe/Jerkin | Ironthread Shoes | Ironthread Gloves | Ironthread Hat | Ironthread Breeches | Ironthread Epaulets | Ironthread Sash | Total
depth_Silverweave_t00.csv,Online:Silverweave,uesp:depth,2,9,Armor Level | Silverweave Robe/Jerkin | Silverweave Shoes | Silverweave Gloves | Silverweave Hat | Silverweave Breeches | Silverweave Epaulets | Silverweave Sash | Total
depth_Void_Bloom_t00.csv,Online:Void Bloom,uesp:depth,6,9,Armor Level | Shadowspun Robe/Jerkin | Shadowspun Shoes | Shadowspun Gloves | Shadowspun Hat | Shadowspun Breeches | Shadowspun Epaulets | Shadowspun Sash | Total
depth_Thick_Leather_t00.csv,Online:Thick Leather,uesp:depth,5,9,Armor Level | Full-Leather Jack | Full-Leather Boots | Full-Leather Bracers | Full-Leather Helmet | Full-Leather Guards | Full-Leather Arm Cops | Full-Leather Belt | Total
depth_Fell_Hide_t00.csv,Online:Fell Hide,uesp:depth,3,9,Armor Level | Fell Jack | Fell Boots | Fell Bracers | Fell Helmet | Fell Guards | Fell Arm Cops | Fell Belt | Total
depth_Topgrain_Hide_t00.csv,Online:Topgrain Hide,uesp:depth,3,9,Armor Level | Brigandine Jack | Brigandine Boots | Brigandine Bracers | Brigandine Helmet | Brigandine Guards | Brigandine Arm Cops | Brigandine Belt | Total
depth_Iron_Hide_t00.csv,Online:Iron Hide,uesp:depth,3,9,Armor Level | Ironhide Jack | Ironhide Boots | Ironhide Bracers | Ironhide Helmet | Ironhide Guards | Ironhide Arm Cops | Ironhide Belt | Total
depth_Superb_Hide_t00.csv,Online:Superb Hide,uesp:depth,2,9,Armor Level | Superb Jack | Superb Boots | Superb Bracers | Superb Helmet | Superb Guards | Superb Arm Cops | Superb Belt | Total
depth_Shadowhide_t00.csv,Online:Shadowhide,uesp:depth,6,9,Armor Level | Shadowhide Jack | Shadowhide Boots | Shadowhide Bracers | Shadowhide Helmet | Shadowhide Guards | Shadowhide Arm Cops | Shadowhide Belt | Total
depth_Ancestor_Silk_t00.csv,Online:Ancestor Silk,uesp:depth,2,9,Armor Level | Ancestor Silk Robe/Jerkin | Ancestor Silk Shoes | Ancestor Silk Gloves | Ancestor Silk Hat | Ancestor Silk Breeches | Ancestor Silk Epaulets | Ancestor Silk Sash | Total
depth_Rubedo_Leather_t00.csv,Online:Rubedo Leather,uesp:depth,2,9,Armor Level | Rubedo Leather Jack | Rubedo Leather Boots | Rubedo Leather Bracers | Rubedo Leather Helmet | Rubedo Leather Guards | Rubedo Leather Arm Cops | Rubedo Leather Belt | Total
depth_Tank_t00.csv,Online:Tank,uesp:depth,10,5,Location | Name | Race | Gender | Health
depth_Storm_Mage_t00.csv,Online:Storm Mage,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Spirit_Master_t00.csv,Online:Spirit Master,uesp:depth,5,5,Location | Name | Race | Gender | Health
depth_Time_Bomb_Mage_t00.csv,Online:Time Bomb Mage,uesp:depth,11,5,Name | Gender | Race | Health | Location
depth_Burning_t00.csv,Online:Burning,uesp:depth,31,5,Source | Class | Type | Affects | Effect
depth_Burning_t01.csv,Online:Burning,uesp:depth,7,3,Source | Type | Effect
depth_Chilled_t00.csv,Online:Chilled,uesp:depth,29,5,Source | Class | Type | Affects | Effect
depth_Chilled_t01.csv,Online:Chilled,uesp:depth,5,3,Source | Type | Effect
depth_Concussion_t00.csv,Online:Concussion,uesp:depth,24,5,Source | Class | Type | Affects | Effect
depth_Concussion_t01.csv,Online:Concussion,uesp:depth,4,3,Source | Type | Effect
depth_Warden_t00.csv,Online:Warden,uesp:depth,5,4,Build | Role | Description | Primary Stat
depth_Warden_t01.csv,Online:Warden,uesp:depth,5,6,Warden Initiate | #000000| | #00ff00| no conflicts | #ff7700|Dive Scorch Betty Netch Fungal Growth Lotus Flower | #ffbb00|Betty Netch Falcon's Swiftness Impaling Shards | #00ff00| no conflicts
depth_Spellblade_t00.csv,Online:Spellblade,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Vanquisher_t00.csv,Online:Vanquisher,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Shadow_Mage_t00.csv,Online:Shadow Mage,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Shade_Sentinel_t00.csv,Online:Shade Sentinel,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Warpriest_t00.csv,Online:Warpriest,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Void_Striker_t00.csv,Online:Void Striker,uesp:depth,3,5,Location | Name | Race | Gender | Health
depth_Swashbuckler_t00.csv,Online:Swashbuckler,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Sea_Mage_t00.csv,Online:Sea Mage,uesp:depth,11,5,Location | Name | Race | Gender | Health
depth_Sun_Mage_t00.csv,Online:Sun Mage,uesp:depth,4,5,Location | Name | Race | Gender | Health
depth_Voidstalker_t00.csv,Online:Voidstalker,uesp:depth,2,5,Location | Name | Race | Gender | Health
depth_Umbral_Aegis_t00.csv,Online:Umbral Aegis,uesp:depth,1,5,Location | Name | Race | Gender | Health
depth_Crafting_t00.csv,Online:Crafting,uesp:depth,8,3,Order | Profession | Skill points required
depth_Crafting_t01.csv,Online:Crafting,uesp:depth,5,5,Extraction 0 | Extraction 1 | Extraction 2 | Extraction 3 | Ext 3 + Meticulous Disassembly
depth_Crafting_t02.csv,Online:Crafting,uesp:depth,50,3,Rank | Inspiration Required for Next Rank | Total Inspiration for Rank
depth_Crafting_t03.csv,Online:Crafting,uesp:depth,8,4,Rank | Standard | Enchanting | Provisioning
depth_Enchanting_t00.csv,Online:Enchanting,uesp:depth,25,6,Level | Inspiration Req'd | Δ Delta | Level | Inspiration Req'd | Δ Delta
depth_Enchanting_t01.csv,Online:Enchanting,uesp:depth,3,4,Type of Runestone | Icon color | Icon shape | Examples
depth_Enchanting_t02.csv,Online:Enchanting,uesp:depth,3,4,Type of Glyph | Icon color | Icon shape | Examples
depth_Enchanting_t03.csv,Online:Enchanting,uesp:depth,7,5,Base | Fine | Superior | Epic | Legendary
depth_Enchanting_t04.csv,Online:Enchanting,uesp:depth,6,3,Order | Progression | Skill points required
depth_Alchemy_t00.csv,Online:Alchemy,uesp:depth,7,3,Order | Progression | Skill points required
depth_Alchemy_t01.csv,Online:Alchemy,uesp:depth,26,4,Combination | Reagent 1 | Reagent 2 | Reagent 3
depth_Alchemy_t02.csv,Online:Alchemy,uesp:depth,22,4,Combination | Reagent 1 | Reagent 2 | Reagent 3
depth_Alchemy_t03.csv,Online:Alchemy,uesp:depth,9,4,Combination | Reagent 1 | Reagent 2 | Reagent 3
depth_Clothing_t00.csv,Online:Clothing,uesp:depth,7,3,Order | Progression | Skill points required
depth_Clothing_t01.csv,Online:Clothing,uesp:depth,8,3,Trait (Armor) | Material | Description
depth_Blacksmithing_t00.csv,Online:Blacksmithing,uesp:depth,7,3,Order | Progression | Skill points required
depth_Stealth_t00.csv,Online:Stealth,uesp:depth,14,3,Skill | Available at | Effect
depth_Stealth_t01.csv,Online:Stealth,uesp:depth,10,3,Set | Pieces | Effect
depth_Stealth_t02.csv,Online:Stealth,uesp:depth,3,4,Perks | Stages | CP per stage | Effect
depth_Stealth_t03.csv,Online:Stealth,uesp:depth,1,3,Skill | Available at | Effect
depth_Crafting_Writs_t00.csv,Online:Crafting Writs,uesp:depth,7,2,Profession | Quest Name
depth_Execute_t00.csv,Online:Execute,uesp:depth,31,5,Source | Class | Type | Threshold | Effect
depth_Damage_Shield_t00.csv,Online:Damage Shield,uesp:depth,17,6,Skill | Shield Strength | Duration | Affects | Cost | Notes
depth_Damage_Shield_t01.csv,Online:Damage Shield,uesp:depth,11,7,Set | Pieces | Shield Strength | Duration | Affects | Triggered By | Cooldown
depth_Damage_Shield_t02.csv,Online:Damage Shield,uesp:depth,1,5,Perk | Points | Shield Strength | Duration | Triggered By
depth_Healing_t00.csv,Online:Healing,uesp:depth,78,5,Skill | Healing | Affects | Cost | Other Effects
depth_Healing_Received_t00.csv,Online:Healing Received,uesp:depth,2,5,Skill | Increase | Duration | Affects | Cost
depth_Healing_Received_t01.csv,Online:Healing Received,uesp:depth,4,3,Skill | Increase | Triggered By
depth_Healing_Received_t02.csv,Online:Healing Received,uesp:depth,5,5,Skill | Decrease | Duration | Target | Cost
depth_Disorient_t00.csv,Online:Disorient,uesp:depth,8,5,Skill | Duration | Affects | Cost | Notes
depth_Off_Balance_t00.csv,Online:Off Balance,uesp:depth,20,4,Skill | Affects | Cost | Notes
depth_Fear_t00.csv,Online:Fear,uesp:depth,10,5,Skills | Duration | Affects | Cost | Notes
depth_Knockback_t00.csv,Online:Knockback,uesp:depth,11,4,Skill | Affects | Cost | Notes
depth_Immobilize_t00.csv,Online:Immobilize,uesp:depth,9,5,Skill | Duration | Affects | Cost | Notes
depth_Movement_Speed_t00.csv,Online:Movement Speed,uesp:depth,3,3,Movement Type | Default | Maximum
depth_Movement_Speed_t01.csv,Online:Movement Speed,uesp:depth,37,6,Skill | Increase | Duration | Affects | Cost/Trigger | Notes
depth_Movement_Speed_t02.csv,Online:Movement Speed,uesp:depth,13,5,Set | Increase | Duration | Trigger | Notes
depth_Movement_Speed_t03.csv,Online:Movement Speed,uesp:depth,22,6,Skill | Decrease | Duration | Affects | Cost | Notes
depth_Movement_Speed_t04.csv,Online:Movement Speed,uesp:depth,3,6,Set | Decrease | Duration | Affects | Trigger | Notes
depth_Stun_t00.csv,Online:Stun,uesp:depth,40,5,Skill | Duration | Affects | Cost | Notes
depth_Stun_t01.csv,Online:Stun,uesp:depth,4,6,Set | Duration | Affects | Triggered by | Cooldown | Notes
depth_Interrupt_t00.csv,Online:Interrupt,uesp:depth,10,4,Skill | Affects | Cost | Notes
depth_Resurrect_t00.csv,Online:Resurrect,uesp:depth,3,2,Skill | Effect
depth_Death_t00.csv,Online:Death,uesp:depth,53,3,Anthelmir's Construct | Anthelmir's Construct | Damage from Anthelmir's Construct set
depth_Heavy_Attack_t00.csv,Online:Heavy Attack,uesp:depth,6,4,Attack type | |Cast Time | Resource Restored | Damage
depth_Deep_Winter_Charity_Writs_t00.csv,Online:Deep Winter Charity Writs,uesp:depth,7,5,Furnishing | Needed | Ingredients | Recipes sold by | Skills needed
depth_Deep_Winter_Charity_Writs_t01.csv,Online:Deep Winter Charity Writs,uesp:depth,9,5,Furnishing | Needed | Ingredients | Recipes sold by | Skills needed
depth_Pull_t00.csv,Online:Pull,uesp:depth,4,3,Skill | Effects | Cost
depth_Poisoned_t00.csv,Online:Poisoned,uesp:depth,15,5,Source | Class | Type | Affects | Effect
depth_Poisoned_t01.csv,Online:Poisoned,uesp:depth,1,3,Source | Type | Effect
depth_Diseased_t00.csv,Online:Diseased,uesp:depth,19,5,Source | Class | Type | Affects | Effect
depth_Diseased_t01.csv,Online:Diseased,uesp:depth,1,3,Source | Type | Effect
depth_Sundered_t00.csv,Online:Sundered,uesp:depth,17,5,Source | Class | Type | Affects | Effect
depth_Sundered_t01.csv,Online:Sundered,uesp:depth,1,3,Source | Type | Effect
depth_Hemorrhaging_t00.csv,Online:Hemorrhaging,uesp:depth,18,5,Source | Class | Type | Affects | Effect
depth_Hemorrhaging_t01.csv,Online:Hemorrhaging,uesp:depth,1,3,Source | Type | Effect
depth_Overcharged_t00.csv,Online:Overcharged,uesp:depth,11,5,Source | Class | Type | Affects | Effect
depth_Overcharged_t01.csv,Online:Overcharged,uesp:depth,1,3,Source | Type | Effect
depth_Provisioning_t00.csv,Online:Provisioning,uesp:depth,8,3,Order | Progression | Skill points required
depth_Woodworking_t00.csv,Online:Woodworking,uesp:depth,7,3,Order | Progression | Skill points required
depth_Battle_Leveling_t00.csv,Online:Battle Leveling,uesp:depth,6,4,Zone | Access Level | Content Level | Battle Level
depth_The_Apprentice_champion_t00.csv,Online:The Apprentice (champion),uesp:depth,4,3,40px | Blessed | Increases the effectiveness of healing done by [0-15]%.
depth_The_Apprentice_champion_t01.csv,Online:The Apprentice (champion),uesp:depth,4,4,40px | Vengeance | 10 | Guarantees your next spell will be a critical hit after you block three spells within 10 seconds of each other.
depth_The_Atronach_champion_t00.csv,Online:The Atronach (champion),uesp:depth,4,3,40px | Master-at-Arms | Increases the damage of your direct damage attacks by [0-25]%.
depth_The_Atronach_champion_t01.csv,Online:The Atronach (champion),uesp:depth,4,4,40px | Retaliation | 10 | Increases the damage of your next Light Attack by 30% after blocking a Heavy Attack.
depth_Furniture_Crafting_t00.csv,Online:Furniture Crafting,uesp:depth,8,3,Skill | Usual Plan Type | Furnishing Material
depth_Jewelry_Crafting_t00.csv,Online:Jewelry Crafting,uesp:depth,6,3,Order | Progression | Skill points required
depth_Jewelry_Crafting_t01.csv,Online:Jewelry Crafting,uesp:depth,26,4,Dust | Level | Needed
depth_Jewelry_Crafting_t02.csv,Online:Jewelry Crafting,uesp:depth,17,3,Dust | Level | Needed
depth_Jewelry_Crafting_t03.csv,Online:Jewelry Crafting,uesp:depth,19,4,Trait | Pulverized Material | Description | Source
depth_Jewelry_Crafting_t04.csv,Online:Jewelry Crafting,uesp:depth,6,2,Trait | Source
depth_Jewelry_Crafting_t05.csv,Online:Jewelry Crafting,uesp:depth,5,8,Chance | 100% | Chance | 100% | Chance | 100% | Chance | 100%
depth_Witches_Festival_Writs_t00.csv,Online:Witches Festival Writs,uesp:depth,9,2,Recipe | Writ Vouchers Reward
depth_Witches_Festival_Writs_t01.csv,Online:Witches Festival Writs,uesp:depth,3,2,Recipe | Writ Vouchers Reward
depth_Witches_Festival_Writs_t02.csv,Online:Witches Festival Writs,uesp:depth,2,2,Writ | Writ Vouchers Reward
depth_Heavy_Sack_t00.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t01.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t02.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t03.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t04.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t05.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t06.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t07.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t08.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t09.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t10.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t11.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t12.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t13.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t14.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t15.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t16.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t17.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t18.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t19.csv,Online:Heavy Sack,uesp:depth,7,3,Zone | Settlement | Location
depth_Heavy_Sack_t20.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t21.csv,Online:Heavy Sack,uesp:depth,1,3,Zone | Settlement | Location
depth_Heavy_Sack_t22.csv,Online:Heavy Sack,uesp:depth,27,3,Zone | Settlement | Location
depth_Heavy_Sack_t23.csv,Online:Heavy Sack,uesp:depth,8,3,Zone | Settlement | Location
depth_Champion_deprecated_t00.csv,Online:Champion/deprecated,uesp:depth,12,5,Champ. Level | Points Per Group | Distribution | Number of Perks
depth_Champion_deprecated_t01.csv,Online:Champion/deprecated,uesp:depth,12,4,Champ. Level | Points Per Group | Distribution | Number of Perks
depth_Champion_deprecated_t02.csv,Online:Champion/deprecated,uesp:depth,10,4,Champ. Level | Points Per Group | Distribution | Number of Perks
depth_Champion_deprecated_t03.csv,Online:Champion/deprecated,uesp:depth,5,2,Level | Reward
depth_Blacksmith_Writ_t00.csv,Online:Blacksmith Writ,uesp:depth,10,5,Metalworking | Amount | Material | Reward
depth_Clothier_Writ_t00.csv,Online:Clothier Writ,uesp:depth,10,5,Tailoring | Amount | Material | Reward
depth_Endeavors_t00.csv,Online:Endeavors,uesp:depth,245,3,Endeavor | Description | Tips and Notes
depth_Endeavors_t01.csv,Online:Endeavors,uesp:depth,77,3,Endeavor | Description | Tips and Notes
depth_Endeavors_t02.csv,Online:Endeavors,uesp:depth,22,2,Endeavor | Description
