family,page,version,note
skills,Online:Catalyst,2.3.5,* Increased the amount of Ultimate you gain when drinking a potion to 10/20 Ultimate at Ranks I/II from 6/12 Ultimate.
skills,Online:Catalyst,11.0.5,"* Increased the amount of Ultimate this passive grants to 15/30 when consuming a potion, up from 10/20."
skills,Online:Catalyst,11.1.5,"* Reduced the Ultimate generated by this passive to 11/22, down from 15/30."
skills,Online:Chakram Shields,9.0.6,* Fixed an issue where some of the visuals from this ability and its morphs could get stuck floating in midair.
skills,Online:Chakram Shields,9.0.7,* Fixed an issue where the damage shields from different morphs of this ability could stack.
skills,Online:Char,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Circle of Protection,1.5.2,* Fixed an issue where this ability wasn't giving bonus armor and spell resistance against undead and Daedra.
skills,Online:Circle of Protection,1.6.5,"* This ability now grants the Major Fortitude buff, and the value is increased by 50% against Daedra and undead. * Fixed an issue where the bonus damage reduction was not being applied when a vampire would attack you. * Ring of Preservation: This ability now grants the Major Health Regeneration buff."
skills,Online:Circle of Protection,2.1.4,* Turn Undead: This ability will now function like other fears in the game where it places a crowd control immunity on the target after the fear ends.
skills,Online:Circle of Protection,2.3.5,* Turn Undead: Fixed an issue where this ability was not following the standard area of effect buff and damage guidelines for additional targets hit.
skills,Online:Circle of Protection,2.4.5,"* This ability and its morphs now grant the Minor Endurance buff in addition to the Minor Protection buff. * Ring of Preservation: In addition to the changes made to the base ability, we redesigned this morph so it now decreases the cost of Roll Dodge by 20% while within the area of effect. * Turn Undead: In addition to the changes made to the base ability, we increased the duration of the area of effect to 12 seconds from 10 seconds."
skills,Online:Circle of Protection,2.5.5,* Ring of Preservation: Fixed an issue where this morph was increasing the cost of Roll Dodge rather than decreasing it.
skills,Online:Circle of Protection,2.7.5,* Increased the duration of this ability and the Ring of Preservation morph to 20 seconds from 10 seconds. * Turn Undead (morph): Increased the duration of this morph to 24 seconds from 12 seconds.
skills,Online:Circle of Protection,5.0.5,* Fixed an issue where this ability would only fear Werewolves if you had the passive Skilled Tracker enabled.
skills,Online:Circle of Protection,5.1.5,"* Reduced the cost of this ability and its morphs to 3902 from 7987. * Fixed an issue with this ability and its morphs where you could not gain the Minor Protection from this ability if you had Minor Endurance active prior to entering the area. * Turn Undead: This morph is now called Turn Evil, and fears any enemy in the area upon cast, rather than only Undead. * Ring of Preservation: ** This morph no longer reduces the cost of Roll Dodge while in the area, and is now considered a ""Kiss-Curse"" or double-edged sword morph. Instead, it heals up to 6 friendly targets (yourself included) in the area every half second. The heal is based on our AoE HoT standards. ** Reduced the duration of this morph to 8 seconds from 20 seconds."
skills,Online:Circle of Protection,8.1.5,"*Circle of Protection: Reduced the cost of this ability and its morphs 3780, down of 4590. ** Ring of Preservation (morph): *** This morph now heals once every second over 10 seconds, rather than once ever half second over 8 seconds. *** Increased the healing per tick by approximately 278%. ** Turn Evil (morph): Reduced the duration of fear from this morph to 4 seconds at max rank, down from 5 seconds."
skills,Online:Cleansing Ritual,1.1.2,* This ability's Purify synergy will now only appear to allies that have a negative debuff that can be removed.
skills,Online:Cleansing Ritual,1.2.3,* Decreased this ability's particle effects in an effort to make other effects easier to see.
skills,Online:Cleansing Ritual,1.6.5,* Fixed an issue where this ability's Synergy wasn't removing the effects from Crippling Grasp. * Purifying Ritual: Slightly reduced the cost of this morph.
skills,Online:Cleansing Ritual,2.3.5,"* Increased the healing from the Purify synergy from this ability and its morphs by 12%. * Fixed an issue where this ability and its morphs could be used to cleanse projectiles that were mid-flight. It now matches the behavior of the Purge ability. * Focused Healing: This passive ability now grants you the Major Mending buff while standing in your own Cleansing Ritual, Rune Focus, or Rite of Passage area effects and for up to 2/4 seconds after leaving them at Ranks I/II, instead of granting you 15/30% more healing to allies standing in your own Cleansing Ritual, Rune Focus, or Rite of Passage."
skills,Online:Cleansing Ritual,2.4.5,"* This ability now always removes 2 harmful effects from the casting Templar as a baseline effect, increased from 1 harmful effect. * Extended Ritual (Cleansing Ritual morph): Increased this morph's duration to 18/20/22/24 seconds at Ranks I/II/III/IV respectively, from 16/18/20/22 seconds. We also increased the amount of negative effects cleansed from the casting Templar to 5 from 2. * Purifying Ritual: Renamed this morph to Ritual of Retribution, In addition, we redesigned this morph so it now damages enemies in its area of effect every 2 seconds for the same amount that it heals allies. * Ritual of Retribution: This morph now also increases the amount of healing done to you and your allies by 20%; the damage done to enemies has been increased to match this value."
skills,Online:Cleansing Ritual,2.6.4,* Fixed an issue where using the Purify synergy from this ability and its morphs was preventing you from using other synergies for 20 seconds. We also fixed an issue where the Purify synergy from this ability and its morphs was appearing after you taunted an enemy.
skills,Online:Cleansing Ritual,3.0.5,"* Sacred Ground: This passive ability now grants Minor Mending instead of Major Mending when you are standing in your Cleansing Ritual, Rune Focus, or Rite of Passage areas of effect. ** Developer Comments: With a similar goal to reducing uptime on Major Mending as noted with the Igneous Shield change, Templars having 100% uptime on Major Mending by just standing within their areas of protection is stronger than we'd like and is one of the reasons they are the most desirable healer in endgame situations. We've changed the bonus to Minor Mending instead, but have increased the bonus from the Mending passive to compensate slightly."
skills,Online:Cleansing Ritual,3.2.5,"* Increased the cost of this ability and its morphs by approximately 14%. ** Developer Notes: Reducing the cast time of this ability will make it less susceptible to interrupts, and easier to land a potential life-saving heal on an ally. It now fits better with the fast-paced nature of combat."
skills,Online:Cleansing Ritual,4.3.5,* Fixed an issue where the heal from this ability and its morphs were not prioritizing the most injured targets inside the area.
skills,Online:Cleansing Ritual,5.0.5,"* This ability and its morphs will now grant healing and/or damage based on the users' highest offensive stats, rather than just Max Magicka and Spell Damage. * Ritual of Retribution: Fixed an issue where the damage from this morph could not critically strike."
skills,Online:Cleansing Ritual,5.1.5,"* Increased the healing per tick of this ability and its morphs by approximately 95%. * Increased the cost of these abilities to 4860 from 4320. ** Note these abilities continue to only tick once every 2 seconds, instead of the standard 1 second. This is due to the multi-faceted operational power this ability boasts. * Ritual of Retribution: This morph no longer states it grants additional modifiers to the damage and healing, and instead deals damage for an identical coefficient of the heal."
skills,Online:Cleansing Ritual,6.1.5,"*Ritual of Retribution (morph): This morph now sacrifices its healing potential for the damage, rather than adding damage on top of the healing. The damage now increases by 5% each tick for the duration of the ability, up to a max of 35%."
skills,Online:Cleansing Ritual,7.0.5,"* The following abilities have received significant adjustments to how the server handles their behavior, reducing messages sent between the client and server and reducing the total amount of Area of Effect events occurring. This will largely have little to no effect on their gameplay other than improving their response time to entering or leaving the Area of Effect. In some rarer cases, it will reduce the interaction with sets that proc off application of buffs or debuffs, since you will no longer repeatedly apply these effects to targets inside the area every tick, but rather for the duration the target is inside the area. Their synergies (when applicable) have also been updated to be far more reliable to activate when in the area and they will no longer persist for a short duration after each tick, allowing you to activate them in cases where they could fail or were already used, going on cooldown with no effect, or gaining their effects despite already being used. ** Blood Altar and morphs *** In an instance where Blood Feast and Blood Funnel are both available, Blood Feast will now always take priority as it is stronger than Blood Funnel. ** Bone Totem and morphs ** Boneyard and morphs ** Cleansing Ritual and morphs ** Both morphs of Dragonknight Standard *** This will also fix an issue where the morphed version of this ability failed to properly fire its synergy, Shackle, when activated. ** Lightning Splash and morphs ** Necrotic Orbs and morphs ** Negate Magic and morphs ** Nova and morphs ** Rune Focus and morphs ** Spear Shards and morphs * The synergy from this ability and its morphs no longer requires you to have a negative effect on you to activate."
skills,Online:Cleansing Ritual,7.2.5,* Increased the scaling coefficients on this ability and its morphs by approximately 17% since they tick 6 times instead of 7 after the change from Update 30.
skills,Online:Cleansing Ritual,8.1.5,"* This ability and its morphs now last 20 seconds, up from 12. * These abilities now tick one extra time over their duration. * Reduced the healing per tick of this ability and Extended Ritual by approximately 3%. ** Ritual of Retribution (morph): *** Reduced the damage per tick of this morph by approximately 52%. *** This morph now increases by 12% damage per tick, up from 5%."
skills,Online:Cleansing Ritual,8.3.5,* Purify: Fixed an issue where this synergy's healing was being truncated in some situations. This will result in a minor increase in the healing done.
skills,Online:Cleave,1.1.2,* Fixed an issue where this ability's damage wasn't scaling evenly across ranks.
skills,Online:Cleave,1.2.3,"* Increased the damage-over-time for this ability by 25%, and the damage now scales as the ability increases from ranks I-IV."
skills,Online:Cleave,1.5.2,* Fixed an issue where this ability could not critically hit. We also increased the initial hit damage by approximately 10%. * Carve: This ability now gives two Ultimate per target hit instead of three Ultimate.
skills,Online:Cleave,1.5.8,* Brawler: Fixed an issue where the damage shield from this ability wasn't refreshing to the correct value when used twice in a row without the shield breaking.
skills,Online:Cleave,1.6.5,* Brawler: Fixed an issue where the damage shield from this ability wasn't refreshing when used on multiple enemies while the previous shield was still active. * Carve: This ability now grants the buff Minor Heroism for 8 seconds.
skills,Online:Cleave,2.4.5,* Increased the damage over time from this ability and its morphs by 20%.
skills,Online:Cleave,2.7.5,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Uppercut ** Critical Charge ** Cleave ** Reverse Slash ** Momentum *** Developer Comment: This change is aimed at newer players. Our intention for this weapon line and the ones below is getting players into the habit of using their primary damage ability as soon as possible.
skills,Online:Cleave,3.0.5,* Increased the damage over time of this ability and its morphs by approximately 16%.
skills,Online:Cleave,3.3.5,"* The initial direct damage from this ability and its morphs can now be blocked, but cannot be dodged."
skills,Online:Cleave,4.2.7,* The Damage over Time from Cleave and its morphs can no longer proc Weapon Enchantments or poisons
skills,Online:Cleave,5.0.5,"* Reworked this ability and its morphs so the damage is increased by 50%, but removed the bleed from this ability completely. * Carve: This morph will retain the bleed, and increased the bleed damage by 25%. However, it no longer grants Minor Heroism. * Brawler: Removed the bleed from this ability. Increased the Shield granted from this morph by 100% at base, but reduced the bonus scaling per target hit from 100% to 50%. This means at base this ability will be 100% stronger than before, and will be approximately 14% stronger than previously if you get the maximum bonus. ** Developer Comment: Our goal with this change was to allow for Two Handed users to choose between defenses or damage, while allowing the user to double down in their focus of choice. Now you can choose between a powerful tool that will help you stick close to dangerous opponents, or increased pressure to keep up your damage potential."
skills,Online:Cleave,5.1.5,* Carve: Reduced the damage over time from this ability by approximately 9%.
skills,Online:Cleave,5.2.5,* Carve (morph): ** Reduced the damage per tick of this morph by approximately 40%.
skills,Online:Cleave,7.0.5,* The following abilities will now deal purely Bleed Damage rather than Physical Damage or a mix of Physical and Bleed Damage. ** Bloodthirst (morph of Flurry) ** Carve (morph of Cleave) ** Cutting Dive (morph of Dive) ** Pounce and morphs ** Trap Beast and morphs ** Twin Slashes and morphs * Brawler (morph): Fixed an issue where the shield from this morph was missing rank up progression built into it. This will result in a 3.3% stronger shield.
skills,Online:Cleave,7.1.5,"* This ability and the Carve morph now apply a damage shield on you when cast equal to the scaling coefficients of the initial hit (note it does not grant a shield based on damage done). * Increased the cost of all versions to 3510, up from 3240. * Adjusted the area of all versions to hit in a 300-degree arc with a 6 meter radius, rather than a 140 degree arc with a 7 meter radius, to better line up with the attacks' visual appearances and help make it more clear which attacks should land and which should not. ** Brawler (morph): Increased the base size of this morph's damage shield by approximately 7% to ensure it matches the others. ** Carve: The bleed from this morph can now stack up to 3 times. Blood for the blood god. **Developer Comment: Brawler is currently the clear winner in terms of morph options, as it scales far more effectively in power per target. This, paired with the fact that melee builds require staying power, make the defensive option the clear winner but makes Carve feel weak no matter how high the damage could be adjusted. By adding a base line shield to these abilities, we hope to see more active choice between the morphs. Will you let the blood flow for you and your enemy or staunchly stand in their faces?"
skills,Online:Cleave,7.2.5,"* Carve (morph): Increased the duration of the damage over time effect to 12 seconds, up from 10, to help ease the difficulty of keeping the stacks up in a rotation."
skills,Online:Cleave,7.3.5,"* Carve (morph): ** This morph no longer increases in damage per stack, but instead increases in duration per stack. Each cast increases the maximum duration by 10 seconds, with a maximum duration of 30 seconds when at 3 stacks. ** Increased the base damage per tick by approximately 66%. This will result in less overall DPS from the ability when at 3 stacks, but with significantly easier management of the effect. **Developer Comment: Previously, this ability was allowed to stand alone as an incredibly potent DoT to help give Two Handed weapons some much needed sustained DPS to help it keep up with other weapons. However, the previous iteration created a situation where the maximum stacks were so strong, it was eclipsing many other DoTs in terms of raw DPS, while being incredibly swingy in real content where you needed to back off from your target for a moment. The new iteration will have less volatility in its overall DPS and get it closer to other DoTs, while giving it high uptime to let you focus on other abilities or actions."
skills,Online:Cleave,8.1.5,"* Carve: ** Reduced the damage per tick of this morph's damage over time by approximately 20%. ** Increased the duration of the final stack to 32 seconds, up from 30, to grant it a better grace period in a real rotation when paired with other duration effects."
skills,Online:Cleave,8.3.5,* Fixed an issue where the visuals and sound effects from this ability and its morphs could fail to play properly in some cases.
skills,Online:Cold Snap,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Combat Frenzy,1.6.5,* Reduced the Ultimate gain to 10/20 from 13/25.
skills,Online:Combustion,2.4.5,"* Kindling: Renamed this passive ability to Combustion. In addition, this passive ability now also increases the damage of the Poisoned status effect, in addition to the Burning status effect."
skills,Online:Combustion,3.1.5,"* This passive ability now increases the damage of Burning and Poisoned by 25/50%, down from 33/66%."
skills,Online:Combustion,4.0.5,* This passive ability now also restores 250/500 Magicka or Stamina to you when you apply the Burning or Poisoned status effects to an enemy. These effects can occur once every 5 seconds.
skills,Online:Combustion,5.1.5,"* Decreased the cooldown from this passive to 2 seconds from 5 seconds. This was done to help alleviate many of the duration-based ability cost increases, as well as helping this passive synergize with more build customization such as using the Charged trait."
skills,Online:Combustion,5.2.5,"* This passive no longer has a cooldown in order to help the Dragonknight sustain itself, since it doesn't have a class-based dedicated resource ability such as Dark Exchange or Siphoning Strikes."
skills,Online:Combustion,7.2.5,"* Increased the resources granted from this passive to 500/1000 Stamina or Magicka, up from 250/500. * Added a cooldown of 500ms to each effect (which are separately tracked from one another) to make up for the above increase and the massive buff the Charged trait is getting."
skills,Online:Combustion,8.0.5,"* This passive now has a cooldown of 3 seconds, up from.5 seconds. **Developer Comment: This passive is enabling a lot of sustain in situations where you're building around it with status chance increases, allowing the Dragonknight to sustain effortlessly with a few passive options. The class was originally meant to struggle more with sustain, with larger moments of burst with Battle Roar and Combustion procs peppered in. While we love the synergy here with some more niche gameplay elements like Charged and focusing on status effects, this passive was removing one of the core weaknesses of the class that kept it in check in many areas. As such, we're increasing the cooldown in hopes to bring back some of the natural difficulty the class has with keeping the pedal to metal, while still being more viable than it was when its flames were more like embers."
skills,Online:Combustion,9.1.5,"* Reduced the damage bonus this passive provides to Burning and Poisoned status effects to 12/33%, down from 25/50%. **Developer Comment: Dragonknights are currently a bit ahead of many other classes in damage production. To address this, we're easing some of their passive power to reel them slightly back to the other classes, without stirring the pot too drastically."
skills,Online:Combustion,9.3.5,"* This passive now increases your damage done with Burning and Poisoned by 20/40%, up from 16/33%. * This passive now grants 1000 Magicka and Stamina whenever you apply Burning or Poisoned, rather than granting Magicka for Burning and Stamina for Poisoned. **Developer Comment: This passive has been reinforcing some restrictive morph engagement with Dragonknights who are trying to efficiently use it to its full power. Depending on your build type, you’d always need to find ways to find what damage type your build had less of through other morphs, enchantments, or item sets to ensure both parts of the passive procced reliably. The passive should now be much simpler to understand and utilize, and impose less restrictions, while also being less demanding on server performance!."
skills,Online:Combustion,11.0.5,"* This passive now increases the damage from Burning and Poisoned by 16/33% and restores 211/423 Magicka and Stamina when they are applied, down from 20/40% and 500/1000."
skills,Online:Combustion,11.3.4,"* This passive now grants you 112/225 Magicka and Stamina when applying Burning with an Ardent Flame ability slotted with a 1 second cooldown, rather than 211/423 Magicka and Stamina when applying Burning or Poisoned with a 3 second cooldown. This passive no longer increases the damage done of Burning or Poisoned (the Burning portion has moved to a different passive)"
skills,Online:Concentrated Barrier,4.0.8,"* Fixed an issue where the damage shield from this passive ability would remain on you when you logged back in to the game, causing its shield value to stack."
skills,Online:Concentrated Barrier,5.3.4,* This passive more accurately describes its proc condition. * Removed the shield recharge visual effects that would appear every 10 seconds of not blocking
skills,Online:Concentrated Barrier,8.3.5,* Fixed an issue where the shield from this passive could be half of its listed value in some cases.
skills,Online:Concentrated Barrier,12.0.6,*Fixed an issue where this passive was not considered a proc and could trigger other effects.
skills,Online:Concentration,1.1.2,* Fixed an error in this ability's tooltip that incorrectly showed it as giving slightly more Spell Penetration than it was actually giving. The actual effect is unchanged.
skills,Online:Concentration,1.4.3,* This passive will now provide 2%/4% spell penetration instead of 3%/6%.
skills,Online:Concentration,1.6.5,* This passive now grants a flat amount of spell penetration that increases with your level.
skills,Online:Concentration,2.0.1,* Fixed an issue where this passive wasn't granting any Spell Penetration.
skills,Online:Concentration,7.1.5,"* The following passives and player abilities now grant hybrid stats to help improve their viability and accessibility to off-meta builds, because we love them too: ** Agility: Now grants equal Weapon and Spell Damage. ** Balanced Warrior: *** Now grants 660/1320 Armor, rather than 1320/2640 Spell Resistance. *** Now grants equal Weapon and Spell Damage values. ** Brutal Carange's bonus: Now grants equal Weapon and Spell Damage values. ** Concentration: Now grants equal Offensive Penetration. ** Dexterity: Now increases Critical Damage and Healing Done per piece worn, up to 2% at the final rank, rather than Weapon Critical (as Prodigy now grants Weapon Critical as well) ** Flawless Dawnbreaker's bonus: Now grants equal Weapon and Spell Damage values. ** Prodigy: Now grants equal Critical Chance. ** Savage Strength: Now grants equal Weapon and Spell Damage values. ** Scaled Armor: Now grants 825/1650 Armor rather than 1320/3300 Spell Resistance. ** Slayer: Now grants equal Weapon and Spell Damage values."
skills,Online:Conditioning,4.3.5,* Gain 10% Max Stamina → Increases your Max Stamina by 2000.
skills,Online:Conjured Ward,1.2.3,* Hardened Ward: This ability now has a unique icon.
skills,Online:Conjured Ward,1.3.3,* The abilities Hardened Ward and Negate Magic no longer share the same icon.
skills,Online:Conjured Ward,2.3.5,"* Empowered Ward: ** This morph now grants the Minor Intellect buff to you and nearby allies, and will not be removed if the caster's damage shield is removed. ** This morph no longer provides the Minor Mending buff."
skills,Online:Conjured Ward,2.4.5,* Conjured Ward: Reduced the duration of this ability and the Hardened Ward morph to 6 seconds from 20 seconds. * Empowered Ward: Reduced the duration of this morph to 8 seconds from 20 seconds.
skills,Online:Conjured Ward,2.7.5,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Summon Unstable Familiar ** Daedric Curse ** Summon Winged Twilight ** Conjured Ward ** Bound Armor ***Developer Comment: We moved the class defining defensive ability up one slot so players who are leveling up can gain access to it earlier.
skills,Online:Conjured Ward,4.0.5,"* Conjured Ward: Increased the strength of the damage shield summoned by this ability and its morphs by approximately 10%. * Hardened Ward: Decreased this morph's bonus to your own damage shield to 20% from 30%. **Developer Comment: Combined with the change to the base ability, Conjured Ward, there is no net change to the strength of the shield that Hardened Ward provides."
skills,Online:Conjured Ward,4.2.5,"* Conjured Ward: The total strength of this ability is now limited to 50% of caster's max health. * Hardened Ward: This morph now only ranks up the damage shield strength, instead of shield strength and caster self-shield bonus. **Developer Comment: We want players to make interesting choices when making damage shield builds. These builds now require a balance of offensive and defensive stats, where previously a damage shield user could go for all offensive stats and also get a large damage shield that mitigated the fact that they had low max health."
skills,Online:Conjured Ward,4.3.5,"* Fixed an issue with Annulment and its morphs, and Conjured Ward and its morphs, where you could occasionally get stuck in the casting animations when using the abilities in quick succession with other abilities such as Block."
skills,Online:Conjured Ward,5.0.5,"* Hardened Ward: Fixed an issue where this ability was getting a 40% bonus to strength, rather than a 20% bonus. Please note that the previous bonus could not circumvent the health cap of 50%, so if you were already over that bonus, you will see no change to power."
skills,Online:Conjured Ward,5.1.5,"* Reduced the shield size of this ability and the Empowered Ward morph by approximately 18%, and increased the cost of this ability and the Hardened Ward morph to 4320 from 3510. These changes were done to make them more comparable to the damage shield / burst heal standard. * Increased the shield size limit for this ability and the Empowered Ward morph to 50% of your Max Health from 40%. Hardened Ward is increased to 60% from 50%. If you would like additional insight to these changes, please read the developer comment under the Light Armor Annulment changes, which has similar adjustments. * Empowered Ward: The final cost of this ability is now 3780, and it no longer gains 1.1% shield size per rank as it already has a cost reduction rank up. * Hardened Ward: Reduced the shield size of this ability by approximately 9%."
skills,Online:Conjured Ward,8.1.5,* Empowered Ward (morph): This morph now also grants you and allies Minor Endurance as well.
skills,Online:Conjured Ward,8.3.5,"* Increased the damage shield size of this ability and the Regenerative Ward morph by 10%. * Increased the Max Health cap of these abilities to 55%, up from 50%. * This ability and its morphs now dynamically scale between the higher of your Max Health or Magicka, rather than only Magicka. ** Hardened Ward (morph): Increased the damage shield size of this morph by approximately 7% and increased the Max Health cap to 72%, up from 60%. ** Empowered Ward/Regenerative Ward: Renamed this morph to prevent confusion with the buff type. **Developer Comment: Shields are a primary defense identity for the Sorcerer class, but since the balance adjustments to shields in years past, the class has struggled a little bit to keep up defensively in ways that helped reinforce this feeling. We're making a targeted adjustment to try and help their core class shield to make them stand out above others, while avoiding the concerns of shield stacking in years past. We're hoping this also helps the class's kill potential go up a little in PvP environments, where they don't have to spend as much time recasting shields and heals to avoid death, and they can spend an extra second or so spell slinging on the offensive. We're also hoping the dynamic scaling of Magicka or Health will help out those few Sorcerer tanks out there have a shinier tool in their kit."
skills,Online:Conjured Ward,9.3.5,"*This ability and the Hardened Ward morph will now heal you for 15% of your Max Health or Magicka (whichever is higher) if no pets were shielded by the abilities. **Regenerative Ward (morph): This morph now also heals you for 10% of your Max Health or Magicka, regardless of if a pet was affected by the shield or not. *Developer Comment: In efforts to aid lone wolf Sorcerers, we’re adding a conditional bonus on this ability that makes up for the power loss it receives when you don’t have pets with you, while also trying to make up for some loss in not running their primary burst heal with the Summon Twilight. We’re also improving Regenerative Ward’s bonuses in hopes it gets more engagement, by making the heal a guarantee but with a reduction in healing so it doesn’t overshadow Hardened Ward."
skills,Online:Conjured Ward,10.2.5,"*Conjured Ward: Reduced the heal scaling of this ability and the Hardened Ward morph to match the scaling of the Regenerative Ward morph, which is 10% of your Max Health or Magicka, down from 15%. *Developer Comment: Originally the healing on this ability and its morphs were meant to help aid non-pet Sorcerers gain some more on demand healing in their kit, which the adjustments have certainly helped with. However, in addition to the bonus scaling of Max Health and Magicka that Expert Summoner granted, it was creating a case where the ability could single-handedly keep you alive with little to no additional healing sources, enabling far too much defensive power in a singular button press. We're toning down the healing by a sizable chunk to match the power of Regenerative Ward, which sees a significant less amount of use compared to Hardened Ward, for a healthier balance point."
skills,Online:Conjured Ward,11.0.5,* Conjured Ward and morphs: Conjured Ward and Hardened Ward no longer heal you if you do not have any pets active. ** Regenerative Ward now heals you for ~5% of your Max Health or Max Magicka if you have a pet active.
skills,Online:Connoisseur,2.7.5,* Fixed an issue that prevented the Connoisseur passive from correctly increasing the duration of certain Witches Festival and New Life Festival drinks.
skills,Online:Conservation of Energy,12.0.0,"*This passive upgrades rank 2 of Blood Magic to also activate off any ability with a cost, excluding cost per tick abilities, and to also restore 2% Magicka and Stamina upon activation."
skills,Online:Constitution,1.3.3,* This passive now restores magicka and stamina when you take damage.
skills,Online:Constitution,1.6.5,* This passive now scales off your level rather than our maximum health when restoring magicka and stamina.
skills,Online:Constitution,2.4.5,* Increased the amount of Magicka and Stamina restored from this passive ability whenever you are hit by approximately 275%.
skills,Online:Constitution,3.0.5,* Reduced the Magicka and Stamina restored by this passive ability by approximately 42%.
skills,Online:Consuming Darkness (skill),1.1.3,* Veil of Blades: This ability can now critical strike.
skills,Online:Consuming Darkness (skill),1.6.5,"* Reduced the duration of this ability to 12 seconds. * This ability will no longer provide an additional damage reduction for the caster. * Hidden Refresh (synergy): This will now provide healing to allies, and will only be offered to allies under 50% health. * Bolstering Darkness: This ability doubles the effectiveness of the Major Protection buff on yourself. * Dark Resurgence (synergy): This synergy, offered by Bolstering Darkness, will provide more healing for the ally that activates it."
skills,Online:Consuming Darkness (skill),1.6.6,* Bolstering Darkness: Fixed an issue where the caster was only receiving a 30% damage reduction instead of the full 60%.
skills,Online:Consuming Darkness (skill),2.3.5,* Bolstering Darkness: Increased the healing from the Hidden Refresh synergy from this morph by 20%.
skills,Online:Consuming Darkness (skill),4.0.5,* Bolstering Darkness: This morph now causes the Major Protection buff to remain on you even after leaving the area. The buff will persist for the duration of the ability.
skills,Online:Consuming Darkness (skill),5.0.5,* Veil of Blades: Fixed an issue where this ability was not getting stronger as the ability ranked up. Total damage at Rank IV will be increased by 6.6%.
skills,Online:Consuming Darkness (skill),5.3.4,"* Fixed an issue where the synergy granted from this ability and its morphs could only be activated when at a certain health threshold, which was not previously communicated. It can now be activated any time when you meet the listed requirements and are not on cooldown."
skills,Online:Consuming Darkness (skill),6.3.5,"* Hidden Refresh's heal now ticks once every second, rather than half second, and adjusted the total healing to remain roughly the same. * While this synergy is active, it now displays what it does when hovered over in your Active Effects tab."
skills,Online:Continuous Attack,1.1.4,* Fixed an issue where the weapon damage for this ability was not displaying properly in the character panel after a load screen.
skills,Online:Continuous Attack,1.5.2,"* Fixed an issue where this passive wasn't applying when capturing a farm, keep, mine, or lumber mill."
skills,Online:Continuous Attack,2.1.4,* This passive now grants Spell Damage in addition to Weapon Damage.
skills,Online:Continuous Attack,3.2.5,* The bonus applied by this passive ability is now removed when you leave Cyrodiil.
skills,Online:Continuous Attack,6.3.5,"* This passive now always grants Major Gallop when purchased at rank 1 or 2. Note that you do not need to be in Cyrodiil to gain this effect! This means once you purchase the passive at any rank, you will always have Major Gallop active on you regardless of where you are."
skills,Online:Controlled Fury,3.0.5,"* Stamina abilities are now universally 15% cheaper than their Magicka counterparts, originally being 20% cheaper. ** This includes class abilities that morph into Stamina abilities, in addition to the Weapon Skill Line passive abilities which reduce the cost of abilities in that Skill Line (Balanced Blade, Controlled Fury, etc.)"
skills,Online:Craftsman,1.6.5,* This passive ability now has an icon.
skills,Online:Craftsman,2.5.5,"* Heavy Armor Expertise: This passive ability has been renamed to ""Craftsman."" Also, in addition to the current benefit it now increases your inspiration gains by 10%."
skills,Online:Crag Smash,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Crescent Scythe,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Crimson Font,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Cripple,1.4.3,* Shadow Cloak: This ability is no longer removed by the following ticking damage abilities. ** Agony ** Bat Swarm ** Caltrops ** Cripple ** Entropy ** Fire Rune ** Necrotic Orb ** Path of Darkness ** Soul Tether ** Trap Beast ** Volley ** Wall of Elements ** All elemental procs
skills,Online:Cripple,1.5.2,* You will no longer be revealed by the following abilities while Shadow Cloak is active: ** Restoration Staff light attacks ** Inner Fire ** Cripple
skills,Online:Cripple,1.6.5,"* Increased the damage dealt by Cripple by 6%. * Debilitate: This ability no longer affects attack speed. Instead, if your target dies while affected by Debilitate, the cost of the spell is refunded to you."
skills,Online:Cripple,2.3.5,* Debilitate: ** This morph now also allows you to place Debilitate on an unlimited amount of targets. ** Reduced the Magicka refund from this morph to 50% of the ability's cost from 100%.
skills,Online:Cripple,4.0.5,"* Debilitate: ** This morph now refunds 100% of the ability's cost if the enemy dies while affected by it, increased from 50%. ** Fixed an issue where the damage over time effect from this morph could not be placed on the same enemy from different Nightblade casters."
skills,Online:Cripple,4.1.5,* Decreased the duration of the snare and the Major Expedition buff from this ability and its morphs to 4 seconds from 8 seconds.
